SKU;Name;Color;Category;Category position;Brand;Seller;Balance;Comments;Rating;Final Price;Min price;Max price;Average price;Base price;Basic Sale;Basic Sale Price;Promo Sale;SPP;SPP Price;Revenue potential;Lost profit;Lost profit percent;Days in stock;Days with sales;Average if in stock;Sales;Sales per day average;Revenue
1272167;Брюки;серо-зеленый;Женщинам/Одежда/Брюки;59567;E.A.R.C.;ООО Вайлдберриз;4;34;3;2405;2405;2405;0;2405;50;4810;0;5;2284;0;0;0;30;0;0;0;0;0
1272169;Брюки;коралловый;Женщинам/Одежда/Брюки;59568;E.A.R.C.;ООО Вайлдберриз;24;0;0;2405;2405;2405;2405;2405;50;4810;0;5;2284;4810;0;0;30;1;0.066666666666667;2;0.066666666666667;4810
1272172;Туника;темно-синий;Женщинам/Одежда/Туники;-1;E.A.R.C.;ООО Вайлдберриз;15;20;4;1501;1501;1501;0;1501;45;2730;0;5;1426;0;0;0;30;0;0;0;0;0
1272173;Туника;лиловый;Женщинам/Одежда/Туники;-1;E.A.R.C.;ООО Вайлдберриз;19;20;4;1501;1501;1501;0;1501;45;2730;0;5;1426;0;0;0;30;0;0;0;0;0
1272174;Топ;темно-коричневый;Женщинам/Одежда/Футболки и топы/Топ;-1;E.A.R.C.;ООО Вайлдберриз;96;6;3;1215;1215;1215;0;1215;50;2430;0;5;1154;0;0;0;30;0;0;0;0;0
1272175;Топ;лазурный;Женщинам/Одежда/Футболки и топы/Топ;-1;E.A.R.C.;ООО Вайлдберриз;127;6;3;1215;1215;1215;0;1215;50;2430;0;5;1154;0;0;0;30;0;0;0;0;0
1272176;Топ;бледно-розовый;Женщинам/Одежда/Футболки и топы/Топ;-1;E.A.R.C.;ООО Вайлдберриз;115;6;3;1215;1215;1215;0;1215;50;2430;0;5;1154;0;0;0;30;0;0;0;0;0
1272177;Толстовка;голубой;Женщинам/Одежда/Толстовки;4590;E.A.R.C.;ООО Вайлдберриз;40;13;4;2065;1879;2065;1879;2065;50;4130;0;5;1961;1879;0;0;30;1;0.033333333333333;1;0.033333333333333;1879
1272178;Толстовка;темно-синий;Женщинам/Одежда/Толстовки;4591;E.A.R.C.;ООО Вайлдберриз;9;13;4;2065;2065;2065;0;2065;50;4130;0;5;1961;0;0;0;30;0;0;0;0;0
1272179;Толстовка;сиреневый;Женщинам/Одежда/Толстовки;4592;E.A.R.C.;ООО Вайлдберриз;4;13;4;2065;2065;2065;2065;2065;50;4130;0;5;1961;2065;0;0;30;1;0.033333333333333;1;0.033333333333333;2065
1272684;Футболка-поло;белый;Женщинам/Одежда/Футболки и топы/Футболка-поло;-1;Baon;ООО Вайлдберриз;0;17;5;1399;559;1399;1399;1399;0;1399;0;5;1329;5246;3847;73.333333333333;8;1;0;1;0.033333333333333;1399
1272893;Капри;серый;Женщинам/Одежда/Брюки/Капри;1293;ODRI;ООО Вайлдберриз;7;21;4;4900;4900;4900;0;4900;50;9800;0;5;4655;0;0;0;30;0;0;0;0;0
1272896;Брюки;зеленый;Женщинам/Одежда/Брюки;59570;ODRI;ООО Вайлдберриз;3;38;4;6200;6200;6200;0;6200;50;12400;0;5;5890;0;0;0;30;0;0;0;0;0
1272897;Брюки;оранжевый;Женщинам/Одежда/Брюки;59571;ODRI;ООО Вайлдберриз;8;38;4;6200;5642;6200;0;6200;50;12400;0;5;5890;0;0;0;30;0;0;0;0;0
1273229;Шариковая ручка;темно-красный, золотистый;Канцтовары/Письменные принадлежности/Ручка;7582;Pierre Cardin..;ООО МИР;2;7;4;708;708;708;708;708;25;945;0;2;694;708;0;0;30;1;0.033333333333333;1;0.033333333333333;708
1273230;Шариковая ручка;синий, золотистый;Канцтовары/Письменные принадлежности/Ручка;5363;Pierre Cardin..;ООО МИР;2;9;3;708;708;708;708;708;25;945;0;2;694;1416;0;0;30;2;0.066666666666667;2;0.066666666666667;1416
1273231;Шариковая ручка;черный, серебристый;Канцтовары/Письменные принадлежности/Ручка;8585;Pierre Cardin..;ООО МИР;8;10;4;618;618;618;618;618;25;825;0;2;606;618;0;0;30;1;0.033333333333333;1;0.033333333333333;618
1273232;Шариковая ручка;черный;Канцтовары/Письменные принадлежности/Ручка;-1;Pierre Cardin..;ООО МИР;0;10;4;618;618;618;618;618;25;825;0;2;606;1483;247;16.666666666667;25;2;0.04;2;0.066666666666667;1236
1273233;Шариковая ручка;серебристый;Канцтовары/Письменные принадлежности/Ручка;3879;Pierre Cardin..;ООО МИР;3;21;4;645;645;645;645;645;25;860;0;2;632;1935;0;0;30;2;0.1;3;0.1;1935
1273238;Шариковая ручка;черный, синий;Канцтовары/Письменные принадлежности/Ручка;8586;Pierre Cardin..;ООО МИР;3;2;5;1897;1897;1897;0;1897;25;2530;0;5;1802;0;0;0;30;0;0;0;0;0
1273239;Шариковая ручка;черный, фиолетовый;Канцтовары/Письменные принадлежности/Ручка;-1;Pierre Cardin..;ООО МИР;0;8;4;1897;1897;1897;1897;1897;25;2530;0;5;1802;5691;3794;66.666666666667;10;1;0;1;0.033333333333333;1897
1273240;Шариковая ручка;белый;Канцтовары/Письменные принадлежности/Ручка;8587;Pierre Cardin..;ООО МИР;3;3;2;1897;1897;1897;0;1897;25;2530;0;5;1802;0;0;0;30;0;0;0;0;0
1273242;Шариковая ручка;черный;Канцтовары/Письменные принадлежности/Ручка;6853;Pierre Cardin..;ООО МИР;4;2;5;848;848;1060;1060;848;20;1060;0;5;805;1060;0;0;30;1;0.033333333333333;1;0.033333333333333;1060
1273246;Шариковая ручка;темно-красный;Канцтовары/Письменные принадлежности/Ручка;8588;Pierre Cardin..;ООО МИР;3;6;4;686;686;686;0;686;25;915;0;2;672;0;0;0;30;0;0;0;0;0
1273248;Шариковая ручка;серебристый, светло-бежевый;Канцтовары/Письменные принадлежности/Ручка;8589;Pierre Cardin..;ООО МИР;19;2;3;686;686;686;0;686;25;915;0;2;672;0;0;0;30;0;0;0;0;0
1273249;Шариковая ручка;серо-голубой, серебристый;Канцтовары/Письменные принадлежности/Ручка;8590;Pierre Cardin..;ООО МИР;4;2;3;686;686;686;686;686;25;915;0;2;672;686;0;0;30;1;0.033333333333333;1;0.033333333333333;686
1273250;Шариковая ручка;белый;Канцтовары/Письменные принадлежности/Ручка;8591;Pierre Cardin..;ООО МИР;5;2;3;686;640;686;0;686;25;915;0;2;672;0;0;0;30;0;0;0;0;0
1273454;Пальто;сиреневый;Женщинам/Одежда/Верхняя одежда/Пальто;14887;Klimini;ООО Вайлдберриз;7;11;4;4075;4075;4075;0;4075;45;7410;0;5;3871;0;0;0;30;0;0;0;0;0
1273572;Колье;зеленый, коричневый, золотистый;Аксессуары/Бижутерия/Колье;7063;Lovely Jewelry;ООО Вайлдберриз;1;1;1;936;936;936;0;936;35;1440;0;5;889;0;0;0;30;0;0;0;0;0
1273710;Домик игровой развивающий с аксессуарами;голубой, салатовый;Игрушки/Игровые комплексы/Домик для ребенка;164;Yookidoo;ООО Бейби АРТ;2;13;4;13076;13076;16292;0;13076;39;21437;0;5;12422;0;0;0;30;0;0;0;0;0
1276276;Юбка;черный, коричневый;Женщинам/Большие размеры/Юбки;3636;La Reine Blanche;ООО Вайлдберриз;6;3;4;1259;1259;1259;0;1259;45;2290;0;5;1196;0;0;0;30;0;0;0;0;0
1276287;Топ;белый, черный;Женщинам/Одежда/Футболки и топы/Топ;-1;Acasta;ООО Вайлдберриз;38;6;3;1293;1293;1293;0;1293;35;1990;0;5;1228;0;0;0;30;0;0;0;0;0
1276301;Юбка;черный;Женщинам/Большие размеры/Юбки;4137;Acasta;ООО Вайлдберриз;4;5;4;1094;1094;1094;0;1094;45;1990;0;5;1039;0;0;0;30;0;0;0;0;0
1276304;Туника;черный;Женщинам/Одежда/Туники;-1;Acasta;ООО Вайлдберриз;15;11;4;1094;1094;1094;1094;1094;45;1990;0;5;1039;1094;0;0;30;1;0.033333333333333;1;0.033333333333333;1094
1277000;Кардиган;серо-коричневый, черный;Женщинам/Одежда/Джемперы и кардиганы/Кардиган;-1;Xarizmas;ООО Вайлдберриз;2;12;4;3316;3316;3316;0;3316;45;6030;0;5;3150;0;0;0;30;0;0;0;0;0
1277197;Балетки;бежевый;Обувь/Женская/Балетки и чешки/Балетки;-1;Wilmar;ООО Вайлдберриз;0;48;4;1550;620;1550;1550;1550;0;1550;0;5;1472;23250;21700;93.333333333333;2;1;0;1;0.033333333333333;1550
1277369;Юбка;черный;Женщинам/Одежда/Юбки;-1;Stilla;ООО Вайлдберриз;3;2;3;2090;2090;2090;0;2090;45;3800;0;5;1985;0;0;0;30;0;0;0;0;0
1278953;Лонгслив;красный, белый;Мужчинам/Одежда/Лонгсливы;4282;PUMA;ООО Вайлдберриз;1;4;5;890;890;890;0;890;0;890;0;5;845;0;0;0;4;0;0;0;0;0
1279546;Слиперы;черный;Обувь/Женская/Туфли и лоферы/Слиперы;527;Grand Style;ООО Вайлдберриз;3;13;4;3250;3250;3250;0;3250;45;5910;0;5;3087;0;0;0;30;0;0;0;0;0
1280097;Пантолеты;черный, серый, коричневый;Обувь/Детская/Пантолеты;241;Grendha;ООО Вайлдберриз;6;17;4;705;705;705;0;705;50;1410;0;2;690;0;0;0;30;0;0;0;0;0
1280207;Шлепанцы;синий, белый;Обувь/Мужская/Шлепанцы и аквасоки/Шлепанцы;-1;Ipanema;ООО САН Степ;0;157;4;1205;1205;1205;1205;1339;35;2060;10;5;1144;12758;5528;43.333333333333;17;6;0.17647058823529;6;0.2;7230
1280416;Комбинезон-трансформер;розовый;Детям/Для новорожденных/Комбинезоны и полукомбинезоны/Комбинезон для малыша;-1;SNO KATT;ООО Вайлдберриз;0;2;5;3210;1284;3210;3210;3210;0;3210;0;5;3049;6018;2808;46.666666666667;16;1;0;1;0.033333333333333;3210
1281191;Трусы макси DM1038 (макси трусы с кружевными вставками) ;черный;Женщинам/Белье/Трусы;1092;Vis-a-vis;ИП Нейман Михаил Игоревич;54;226;4;353;353;353;353;353;38;570;0;2;346;40595;0;0;30;27;3.8333333333333;115;3.8333333333333;40595
1281212;Трусы макси DU1023 (кружевные трусы с высокой посадкой корректирующие фигуру);черный;Женщинам/Белье/Трусы;2836;Vis-a-vis;ИП Нейман Михаил Игоревич;53;521;4;603;422;603;447;603;10;670;0;2;590;16986;0;0;30;18;1.2666666666667;38;1.2666666666667;16986
1281213;Трусы макси DU1023 (кружевные трусы с высокой посадкой корректирующие фигуру);белый;Женщинам/Белье/Трусы;5606;Vis-a-vis;ИП Нейман Михаил Игоревич;47;521;4;569;462;569;496.86666666667;569;15;670;0;2;558;7453;0;0;30;12;0.5;15;0.5;7453
1281345;Трусы бесшовные;белый;Женщинам/Белье/Бесшовное/Трусы;1445;Nuova Vita;ООО Нуова Вита;2;0;0;590;427;658;0;678;22;870;13;2;578;0;0;0;30;0;0;0;0;0
1281351;Трусы стринги бесшовные;белый;Женщинам/Будущие мамы/Белье и купальники/Трусы;-1;Nuova Vita;ООО Нуова Вита;6;8;5;574;574;640;640;660;25;880;13;2;562;1280;0;0;30;2;0.066666666666667;2;0.066666666666667;1280
1281353;Майка бельевая;белый;Женщинам/Белье/Майки;3038;Nuova Vita;ООО Нуова Вита;13;49;4;1479;1479;1649;0;1700;15;2000;13;5;1405;0;0;0;30;0;0;0;0;0
1281355;Майка для беременных бесшовная;светло-бежевый;Женщинам/Белье/Майки;3324;Nuova Vita;ООО Нуова Вита;9;51;4;876;876;977;0;1008;30;1440;13;5;833;0;0;0;30;0;0;0;0;0
1281356;Майка для беременных бесшовная;белый;Женщинам/Белье/Майки;3097;Nuova Vita;ООО Нуова Вита;9;51;4;876;876;977;0;1008;30;1440;13;5;833;0;0;0;30;0;0;0;0;0
1281357;Майка для беременных бесшовная;черный;Женщинам/Белье/Майки;3005;Nuova Vita;ООО Нуова Вита;14;51;4;876;876;977;977;1008;30;1440;13;5;833;977;0;1.1636319111731E-14;30;1;0.033333333333333;1;0.033333333333333;977
1281358;Майка бесшовная для кормящих;бежевый;Женщинам/Белье/Майки;2169;Nuova Vita;ООО Нуова Вита;5;50;4;1241;1241;1384;1384;1427;33;2130;13;5;1179;1384;0;0;30;1;0.033333333333333;1;0.033333333333333;1384
1281359;Майка бесшовная для кормящих;белый;Женщинам/Белье/Майки;3325;Nuova Vita;ООО Нуова Вита;5;50;4;1241;1241;1384;1241;1427;33;2130;13;5;1179;1241;0;0;30;1;0.033333333333333;1;0.033333333333333;1241
1281362;Бюстгальтер бесшовный для кормления;белый;Женщинам/Белье/Бесшовное/Бюстгальтер;785;Nuova Vita;ООО Нуова Вита;5;63;4;1242;1242;1385;1242;1428;32;2100;13;5;1180;1242;0;0;30;1;0.033333333333333;1;0.033333333333333;1242
1281363;Бюстгальтер бесшовный для кормления;голубой;Женщинам/Белье/Бесшовное/Бюстгальтер;786;Nuova Vita;ООО Нуова Вита;5;63;4;1242;1242;1385;0;1428;32;2100;13;5;1180;0;0;0;30;0;0;0;0;0
1281364;Бюстгальтер бесшовный для кормления;коралловый;Женщинам/Белье/Бесшовное/Бюстгальтер;787;Nuova Vita;ООО Нуова Вита;6;63;4;1242;1242;1385;0;1428;32;2100;13;5;1180;0;0;0;30;0;0;0;0;0
1281368;Бюстгальтер бесшовный;белый;Женщинам/Белье/Бесшовное/Бюстгальтер;788;Nuova Vita;ООО Нуова Вита;2;80;4;950;950;1060;0;1092;56;2484;13;5;903;0;0;0;30;0;0;0;0;0
1281374;Бюстгальтер бесшовный для кормящих мам;белый;Женщинам/Белье/Бесшовное/Бюстгальтер;789;Nuova Vita;ООО Нуова Вита;11;52;4;1247;1247;1391;0;1434;29;2020;13;5;1185;0;0;0;30;0;0;0;0;0
1281375;Бюстгальтер бесшовный для кормящих мам;голубой;Женщинам/Белье/Бесшовное/Бюстгальтер;790;Nuova Vita;ООО Нуова Вита;4;52;4;1247;1247;1391;0;1434;29;2020;13;5;1185;0;0;0;30;0;0;0;0;0
1281376;Бюстгальтер бесшовный для кормящих мам;коралловый;Женщинам/Белье/Бесшовное/Бюстгальтер;769;Nuova Vita;ООО Нуова Вита;4;52;4;1247;1247;1391;0;1434;29;2020;13;5;1185;0;0;0;30;0;0;0;0;0
1281380;Леггинсы корректирующие;черный;Женщинам/Белье/Колготки и чулки/Леггинсы ч/н;99;Nuova Vita;ООО Нуова Вита;16;99;4;1952;1952;2177;0;2244;14;2610;13;5;1855;0;0;0;30;0;0;0;0;0
1281482;Пальто;светло-бежевый;Женщинам/Одежда/Верхняя одежда/Пальто;14888;Klimini;ООО Вайлдберриз;7;24;4;6545;6545;6545;0;6545;45;11900;0;5;6217;0;0;0;30;0;0;0;0;0
1282115;Брюки;белый;Женщинам/Одежда/Брюки;59572;COMPAGNIA ITALIANA;ООО Вайлдберриз;34;7;3;2715;2715;2715;0;2715;50;5430;0;5;2579;0;0;0;30;0;0;0;0;0
1282119;Брюки;черный, зеленый, розовый;Женщинам/Одежда/Брюки;59573;COMPAGNIA ITALIANA;ООО Вайлдберриз;23;22;4;2524;2524;2524;2524;2715;50;5430;7;5;2398;5048;0;0;30;1;0.066666666666667;2;0.066666666666667;5048
1282132;Топ;кремовый, синий;Женщинам/Одежда/Футболки и топы/Топ;-1;COMPAGNIA ITALIANA;ООО Вайлдберриз;31;28;3;1576;1542;1576;1542;1695;50;3390;7;5;1497;1542;0;0;30;1;0.033333333333333;1;0.033333333333333;1542
1282133;Топ;кремовый, коралловый;Женщинам/Одежда/Футболки и топы/Топ;-1;COMPAGNIA ITALIANA;ООО Вайлдберриз;4;28;3;1576;1576;1576;0;1695;50;3390;7;5;1497;0;0;0;30;0;0;0;0;0
1282836;Часы наручные;бежевый;Аксессуары/Часы и ремешки/Часы наручные;-1;Mitya Veselkov;ООО Байкал;1;5;4;1957;1957;1957;0;2175;5;2290;10;5;1860;0;0;0;30;0;0;0;0;0
1283208;Брюки;коралловый;Женщинам/Одежда/Брюки;59574;UNIOSTAR;ООО Вайлдберриз;1;42;4;825;825;825;0;825;45;1500;0;5;783;0;0;0;30;0;0;0;0;0
1283246;Брюки;синий, темно-серый;Женщинам/Одежда/Брюки;59575;MARY MEA;ООО Вайлдберриз;3;15;4;1747;1747;1747;0;1747;50;3495;0;5;1660;0;0;0;30;0;0;0;0;0
1283247;Брюки;фуксия, бледно-розовый;Женщинам/Одежда/Брюки;59576;MARY MEA;ООО Вайлдберриз;3;15;4;1747;1747;1747;0;1747;50;3495;0;5;1660;0;0;0;30;0;0;0;0;0
1284006;Пижама;голубой;Детям/Для девочек/Одежда для дома/Пижама;-1;Vienetta Secret;ООО Вайлдберриз;0;12;5;2694;2469;2694;0;4490;0;4490;40;5;2559;0;0;0;0;0;0;0;0;0
1284007;Пижама;фуксия, молочный;Детям/Для девочек/Одежда для дома/Пижама;-1;Vienetta Secret;ООО МЛГ Логистикс;0;12;5;1285;1285;1285;0;1285;77;5590;0;5;1221;0;0;0;0;0;0;0;0;0
1284162;Куртка;коричневый;Мужчинам/Одежда/Верхняя одежда/Куртка;8680;Navigare;ООО Вайлдберриз;3;0;0;5729;5729;5729;0;5729;45;10417;0;5;5442;0;0;0;30;0;0;0;0;0
1284167;Куртка;светло-коричневый;Мужчинам/Одежда/Верхняя одежда/Куртка;8681;Navigare;ООО Вайлдберриз;3;0;0;8754;8754;8754;0;8754;45;15917;0;5;8316;0;0;0;30;0;0;0;0;0
1284179;Ботинки JENNIFER;черный;Обувь/Женская/Ботинки и полуботинки/Ботинки;-1;Ralf Ringer;ООО Ральф Рингер Ритейл;0;9;5;2690;2690;2690;2690;2690;0;2690;0;5;2555;40350;34970;86.666666666667;4;2;0;2;0.066666666666667;5380
1284190;Туфли;черный;Обувь/Мужская/Туфли и лоферы/Туфли;543;Ralf Ringer;ООО Ральф Рингер Ритейл;3;38;4;5850;5850;5850;5850;5850;10;6500;0;4;5616;50142;3342;6.6666666666667;28;6;0.17857142857143;8;0.26666666666667;46800
1284262;Полуботинки;темно-коричневый;Обувь/Мужская/Ботинки и полуботинки/Полуботинки;470;Ralf Ringer;ООО Ральф Рингер Ритейл;2;74;4;5760;5760;5760;5760;5760;20;7200;0;4;5529;34560;0;0;30;5;0.2;6;0.2;34560
1284298;Балетки;черный;Обувь/Женская/Балетки и чешки/Балетки;4465;Ralf Ringer;ООО Ральф Рингер Ритейл;1;60;4;3528;3528;3528;3528;4410;14;5128;20;5;3351;6615;3087;46.666666666667;16;1;0;1;0.033333333333333;3528
1284329;Ботинки Real Ralf/PAT;черный;Обувь/Мужская/Ботинки и полуботинки/Ботинки;646;Ralf Ringer;ООО Ральф Рингер Ритейл;0;55;5;5200;5200;5200;5200;5200;20;6500;0;4;4992;168000;22400;13.333333333333;26;14;0.84615384615385;28;0.93333333333333;145600
1284354;Туфли;черный;Обувь/Мужская/Туфли и лоферы/Туфли;9896;Ralf Ringer;ООО Ральф Рингер Ритейл;2;29;4;4550;4140;4550;4413.3333333333;4550;30;6500;0;5;4322;63552;10592;16.666666666667;25;10;0.32;12;0.4;52960
1284357;Полуботинки;черный;Обувь/Мужская/Ботинки и полуботинки/Полуботинки;5051;Ralf Ringer;ООО Ральф Рингер Ритейл;6;50;4;7500;6825;7500;7230;7500;0;7500;0;4;7200;72300;0;0;30;7;0.33333333333333;10;0.33333333333333;72300
1284366;Полуботинки;темно-синий;Обувь/Мужская/Ботинки и полуботинки/Полуботинки;5286;Ralf Ringer;ООО Ральф Рингер Ритейл;3;23;4;6538;6538;6538;0;6538;0;6538;0;5;6211;0;0;0;30;0;0;0;0;0
1284379;Туфли;коричневый;Обувь/Мужская/Туфли и лоферы/Туфли;-1;Ralf Ringer;ООО Ральф Рингер Ритейл;0;22;4;4990;4990;4990;4990;4990;0;4990;0;5;4740;18712;13722;73.333333333333;8;1;0;1;0.033333333333333;4990
1284399;Ботинки;серый;Обувь/Женская/Ботинки и полуботинки/Ботинки;-1;Ralf Ringer;ООО Ральф Рингер Ритейл;0;6;5;2690;2690;2690;2690;2690;0;2690;0;5;2555;17933;12553;70;9;2;0;2;0.066666666666667;5380
1284400;Ботинки;синий;Обувь/Женская/Ботинки и полуботинки/Ботинки;3911;Ralf Ringer;ООО Ральф Рингер Ритейл;2;9;5;2990;2990;2990;2990;2990;0;2990;0;5;2840;31200;7280;23.333333333333;23;8;0.21739130434783;8;0.26666666666667;23920
1284416;Лоферы;светло-бежевый;Обувь/Мужская/Туфли и лоферы/Лоферы;69;Ralf Ringer;ООО Ральф Рингер Ритейл;9;36;5;5850;5850;5850;5850;5850;10;6500;0;4;5616;76050;0;0;30;9;0.43333333333333;13;0.43333333333333;76050
1284442;Туфли;черный;Обувь/Мужская/Туфли и лоферы/Туфли;5494;Ralf Ringer;ООО Ральф Рингер Ритейл;1;6;4;5785;5785;5785;0;5785;0;5785;0;5;5495;0;0;0;9;0;0;0;0;0
1284449;Туфли;черный;Обувь/Мужская/Туфли и лоферы/Туфли;-1;Ralf Ringer;ООО Ральф Рингер Ритейл;1;31;4;3209;2920;3209;3122.3;3209;50;6419;0;5;3049;42576;11353;26.666666666667;22;10;0.31818181818182;10;0.33333333333333;31223
1284469;Туфли;черный;Обувь/Мужская/Туфли и лоферы/Туфли;3430;Ralf Ringer;ООО Ральф Рингер Ритейл;7;45;5;5850;5850;5850;5850;5850;10;6500;0;4;5616;87750;11700;13.333333333333;26;9;0.34615384615385;13;0.43333333333333;76050
1284478;Ботинки;темно-коричневый;Обувь/Женская/Ботинки и полуботинки/Ботинки;-1;Ralf Ringer;ООО Ральф Рингер Ритейл;0;6;5;2690;2690;2690;2690;2690;0;2690;0;5;2555;40350;32280;80;6;3;0;3;0.1;8070
1284492;Кроссовки ;коричневый;Обувь/Мужская/Кеды и кроссовки/Кроссовки;-1;Ralf Ringer;ООО Ральф Рингер Ритейл;1;47;4;4465;4465;4465;4465;5582;14;6491;20;5;4242;29766;20836;70;9;2;0;2;0.066666666666667;8930
1284832;Платье;бордовый;Женщинам/Большие размеры/Одежда для дома/Платье;-1;KEY FASHION;ООО Вайлдберриз;12;9;3;2904;2904;2904;0;2904;45;5280;0;5;2758;0;0;0;30;0;0;0;0;0
1284883;Юбка;синий, зеленый, голубой;Женщинам/Одежда/Юбки;-1;YOUR EYES LIE;ООО Вайлдберриз;15;3;3;1390;1390;1390;0;1390;50;2780;0;5;1320;0;0;0;30;0;0;0;0;0
1288693;Юбка;белый, зеленый, красный;Женщинам/Одежда/Юбки;-1;La Reine Blanche;ООО Вайлдберриз;20;10;4;1094;1094;1094;0;1094;45;1990;0;5;1039;0;0;0;30;0;0;0;0;0
1288700;Блузка;синий;Женщинам/Одежда/Блузки и рубашки/Блузка;37311;Acasta;ООО Вайлдберриз;27;7;3;984;984;984;984;984;45;1790;0;5;935;983;0;-1.1553540418863E-14;30;1;0.033333333333333;1;0.033333333333333;984
1288705;Джемпер;серебристый, серый;Женщинам/Одежда/Джемперы и кардиганы/Джемпер;14763;Acasta;ООО Вайлдберриз;2;3;4;984;984;984;0;984;45;1790;0;5;935;0;0;0;30;0;0;0;0;0
1288707;Блузка;желтый;Женщинам/Одежда/Блузки и рубашки/Блузка;37312;Acasta;ООО Вайлдберриз;19;3;4;984;984;984;0;984;45;1790;0;5;935;0;0;0;30;0;0;0;0;0
1288710;Юбка;белый, желтый, антрацитовый;Женщинам/Большие размеры/Юбки;4138;Acasta;ООО Вайлдберриз;66;3;3;984;984;984;0;984;45;1790;0;5;935;0;0;0;30;0;0;0;0;0
1288712;Топ;лазурный;Женщинам/Одежда/Футболки и топы/Топ;-1;Acasta;ООО Вайлдберриз;5;18;4;709;709;709;709;709;45;1290;0;2;695;709;0;0;30;1;0.033333333333333;1;0.033333333333333;709
1288713;Топ;коралловый;Женщинам/Одежда/Футболки и топы/Топ;-1;Acasta;ООО Вайлдберриз;12;18;4;709;709;709;0;709;45;1290;0;2;695;0;0;0;30;0;0;0;0;0
1288718;Блузка;салатовый;Женщинам/Одежда/Блузки и рубашки/Блузка;37313;Acasta;ООО Вайлдберриз;1;8;4;1259;1259;1259;0;1259;45;2290;0;5;1196;0;0;0;30;0;0;0;0;0
1288722;Кардиган;зеленый;Женщинам/Одежда/Джемперы и кардиганы/Кардиган;-1;Neohit;ООО Вайлдберриз;14;14;5;819;819;819;0;819;45;1490;0;5;778;0;0;0;30;0;0;0;0;0
1288731;Блузка;голубой, белый;Женщинам/Одежда/Блузки и рубашки/Блузка;37314;Neohit;ООО Вайлдберриз;21;6;3;709;645;709;0;709;45;1290;0;2;695;0;0;0;30;0;0;0;0;0
1288732;Блузка;желтый, синий;Женщинам/Одежда/Блузки и рубашки/Блузка;37315;Neohit;ООО Вайлдберриз;55;1;1;709;709;709;0;709;45;1290;0;2;695;0;0;0;30;0;0;0;0;0
1288733;Блузка;голубой, желтый;Женщинам/Одежда/Блузки и рубашки/Блузка;37316;Neohit;ООО Вайлдберриз;14;7;4;819;819;819;819;819;45;1490;0;5;778;819;0;0;30;1;0.033333333333333;1;0.033333333333333;819
1288743;Топ;фуксия;Женщинам/Одежда/Футболки и топы/Топ;-1;Neohit;ООО Вайлдберриз;54;0;0;709;709;709;0;709;45;1290;0;2;695;0;0;0;30;0;0;0;0;0
1288748;Юбка;черный, синий;Женщинам/Большие размеры/Юбки;4139;LE MONIQUE;ООО Вайлдберриз;11;2;4;1094;1094;1094;0;1094;45;1990;0;5;1039;0;0;0;30;0;0;0;0;0
1288752;Блузка;белый, черный;Женщинам/Одежда/Блузки и рубашки/Блузка;37317;LE MONIQUE;ООО Вайлдберриз;5;5;4;1094;1094;1094;0;1094;45;1990;0;5;1039;0;0;0;30;0;0;0;0;0
1288753;Блузка;белый;Женщинам/Офис/Блузки и рубашки/Блузка;9719;LE MONIQUE;ООО Вайлдберриз;3;1;1;984;984;984;0;984;45;1790;0;5;935;0;0;0;30;0;0;0;0;0
1294846;Блузка;черный, синий;Женщинам/Одежда/Блузки и рубашки/Блузка;37319;TOPSANDTOPS;ООО Вайлдберриз;3;13;4;1305;1305;1305;0;1305;50;2610;0;5;1239;0;0;0;30;0;0;0;0;0
1294848;Блузка;черный, сиреневый;Женщинам/Одежда/Блузки и рубашки/Блузка;37320;TOPSANDTOPS;ООО Вайлдберриз;1;0;0;1305;1305;1305;0;1305;50;2610;0;5;1239;0;0;0;30;0;0;0;0;0
1296618;Плед вязаный "Косы" для малышей / плед / плед детский / пледы / плед покрывало;голубой;Дом/Спальня/Постельные принадлежности/Плед для малыша;2379;LEO;ООО ЛЕО;1;173;5;1331;1331;1331;1331;1479;31;2144;10;4;1278;5324;2662;50;15;1;0;2;0.066666666666667;2662
1296619;Плед вязаный "Косы" для малышей / плед / плед детский / пледы / плед покрывало;розовый;Дом/Спальня/Постельные принадлежности/Плед для малыша;978;LEO;ООО ЛЕО;4;173;5;1461;1461;1461;1461;1624;30;2320;10;5;1388;5844;0;0;30;4;0.13333333333333;4;0.13333333333333;5844
1296628;Плед вязаный для малышей из хлопка;голубой;Детям/Товары для малыша/Постельные принадлежности/Плед для малыша;-1;LEO;ООО ЛЕО;0;115;5;604;604;604;604;672;60;1680;10;2;592;4530;3322;73.333333333333;8;2;0;2;0.066666666666667;1208
1308701;Балетки;белый;Обувь/Женская/Балетки и чешки/Балетки;4466;Sinta Gamma;ООО Вайлдберриз;1;28;4;2524;2524;2524;0;2524;60;6310;0;5;2397;0;0;0;30;0;0;0;0;0
1309285;Блузка;коралловый;Женщинам/Одежда/Блузки и рубашки/Блузка;37321;MONDIGO;ООО Вайлдберриз;1;10;3;979;979;979;0;979;45;1780;0;5;930;0;0;0;30;0;0;0;0;0
1309329;Юбка;красный;Женщинам/Одежда/Юбки;-1;MONDIGO;ООО Вайлдберриз;1;1;4;920;920;920;0;920;20;1150;0;5;874;0;0;0;30;0;0;0;0;0
